titulo,tipo,artista,fecha-lanzamiento,generos
Salida de Emergencia,Album,Ruth Vazquez,2021,cumbia mexicana
Monsterra Peligro,Album,Monsterra,2021,"dub, cumbia"
Monsterra Peligro,Album,Monsterra,2021,"dub, cumbia"
Urbanismo primitivo,Album,Various Artists,2021,"industrial, folk, lo-fi, drone, post-industrial, cumbia"
Bubbling,Album,Mawimbi,2021,"electro, afrobeat, cumbia"
Los alemanes no pueden bailar,EP,Grupo Pisse y las hermanas Martinez,2021,"punk, cumbia"
Sonido Tumi,Album,Various Artists,2021,"latin, cumbia"
Humans in a Pool,Album,Takeshi’s Cashew,2021,"rock, electronic, krautrock, disco, psychedelic, latin, afrobeat, cumbia"
Trujillo - Perú 1971-1974,Album,Manzanita y Su Conjunto,2021,"latin, afrobeat, cumbia, jazzthing, jazzthing 140"
Saturno 2000 - La Rebajada De Los Sonideros 1962-1983,Album,Various Artists,2022,cumbia
Selected Works,Album,Tony Gallardo,2022,"electronic, techno, grime, cumbia, trap"
Cismo,EP,Reza,2022,cumbia
Bicicleta,Single,Marcos Valle,2022,"funk, soul, disco, salsa, afrobeat, cumbia"
¡Kirbia!,EP,Louie Zong,2022,"instrumental, folk, cumbia"
Perú Selvático: Sonic Expedition into the Peruvian Amazon 1972–1986 (Analog Africa No.36),Album,Various Artists,2022,"cumbia peruana, cumbia amazónica"
El amor no es para los débiles,Album,Bareto,2022,"psychedelic, latin, cumbia"
Los Trotamundos del Sabor,Album,Son Palenque,2022,cumbia
Live Teatro Pedro Quintero,Album,DEvSEb,2023,"downtempo, pop, industrial, ambient, experimental, cumbia, dreampunk"
Ecuatoriana: El Universo de Polibio Mayorga 1969–1981,Album,Various Artists,2023,cumbia
Silencio,Album,Karen y Los Remedios,2023,"downtempo, latin, trip hop, cumbia, latin alternative"
Peinando los 50,Single,Bicho Raro,2023,"cumbia, cumbia villera, cumbia argentina"
Esencia,Album,Cruzando el Charco,2024,"rock, pop rock, latin rock, cumbia, fusion rock"
El trato,Single,The La Planta,2024,"pop, latin pop, latin, cumbia, cumbia pop"
Cumbia y Amor,Album,Guaynaa,2025,cumbia
Una Oportunidad más de triunfar en la vida,Album,Los Pirañas,2025,"experimental rock, cumbia colombiana, tropicanibalismo"
"Cumbias solamente cumbias, vol. II",Album,Various Artists,,"latin, cumbia"
Fiesta regional selvática,Album,Various Artists,,"latin, cumbia"
Festival de cumbias,Album,Los Continentales,,"latin, cumbia"
Canta mi pueblo,Album,Orquesta Hermanos Flores,,"latin, cumbia"
Prende la vela / Cumbia de las Cubas,Single,Mariachi Palomar,,"latin, cumbia"
Éxitos,Album,Los Destellos,,"latin, cumbia"
El Bombero / El gato Melquiades,Single,Los Bárbaros del Centro,,"latin, cumbia"
Y se va la vida,Single,Los Continentales,,"latin, cumbia"
Festival de cumbias,Album,Los Continentales,,"latin, cumbia"
Cumbias solamente cumbias,Album,Various Artists,,"latin, cumbia"
Éxitos,Album,Los Destellos,,"latin, cumbia"
100% villero,Album,Los Pibes Chorros,,"latin, cumbia villera"
La medallita / Carola,Single,Los Continentales,,"rock, latin, cumbia"
Puta realidad,Album,Coca Candy,,"dub, latin, cumbia"
Pedro Laza y Su Banda,Album,Pedro Laza y su Banda,,"latin, cumbia, porro"
Eroticorythmotropicalomanie Vol.1,Album,Orchestre Los Hermanos Martelo,,"latin, rumba, cumbia"
Lo mejor de La Sonora Dinamita,Album,La Sonora Dinamita,,"latin, cumbia, porro"
Aguzante,Album,Carlos Miranda Y El Supercombo Angelito,,"salsa, latin, cumbia"
The Exciting Tropical Dance Rhythms of Colombia,Album,Lucho Bermúdez y su Orquesta,,"latin, cumbia, porro"
La ultima primavera,Single,La Makina del Ritmo,,"psychedelic rock, cumbia"
El bonaerense,Album,Damas Gratis,,"latin, cumbia villera"
Mi buenaventura,Album,Peregoyo y su Combo Vacaná,,"latin, cumbia, descarga, plena"
Los Imperial En Caracas,Album,Los Imperials En Caracas,,"salsa, latin, cumbia, guaracha"
A todo tren,Album,Los Diablos Rojos,,"salsa, latin, cumbia, guaracha"
Palenke vs. Palenque,Album,Palenke Soultribe,,"electronic, electro, leftfield, latin, cumbia"
Canta pa'lante y pa'tras,Album,Joseíto Mateo,,"latin, merengue, cumbia, bolero, boogaloo, guaracha"
20 exitos bailables,Album,Blancarena,,"pop, ballad, latin pop, latin, cumbia"
Los Zantos,Album,Los Zantos,,"rock, psychedelic rock, garage rock, latin, cumbia"
